file,parameter,rows,count,mean,min,max
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\17-19.04.2012 рейс 18.txt,температура_на_выходе,15146,15146,-5770.971922499992,-3550642.0,11.696820259094238
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\17-19.04.2012 рейс 18.txt,уровень_в_емкости,15146,15146,133.3535443849967,0.884072661399841,121920.625
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\19-20.04.2012 рейс 19.txt,вес_на_крюке,14644,14644,7.973677291629496,0.0,39.41176986694336
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\19-20.04.2012 рейс 19.txt,глубина,14644,14644,1858.1500244140625,1858.1500244140625,1858.1500244140625
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\19-20.04.2012 рейс 19.txt,давление_на_входе,14644,14644,0.030763656211569627,0.0,3.720386743545532
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\19-20.04.2012 рейс 19.txt,дмк,14644,14644,0.0,0.0,0.0
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\19-20.04.2012 рейс 19.txt,момент_ротора,14644,14644,0.33817599875391,0.329599916934967,0.348643451929092
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\19-20.04.2012 рейс 19.txt,нагрузка,14644,14644,0.0,0.0,0.0
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\19-20.04.2012 рейс 19.txt,обороты_ротора,14644,14644,0.0,0.0,0.0
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\19-20.04.2012 рейс 19.txt,расход_на_входе,14644,14644,0.09648409559142175,0.0,9.876765251159668
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\19-20.04.2012 рейс 19.txt,скорость_бурения,14644,14644,0.0,0.0,0.0
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\19-20.04.2012 рейс 19.txt,скорость_спо,14644,0,,,
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\19-20.04.2012 рейс 19.txt,температура_на_выходе,14644,14644,-102.99383721080466,-710132.5,0.121528692543507
